FIPS,W,MAX_Completeness_pct,Weeks2MAX,IDX_W2M
01079,202110,-0.061571498534165,-1.4479154952260647,-1.3863439966918996
01081,202102,-0.055361709552470884,-1.5936273064074582,-1.5382655968549872
01083,202102,-0.055361709552470884,-1.5936273064074582,-1.5382655968549872
01085,202110,-0.061571498534165,-1.4479154952260647,-1.3863439966918996
01087,202110,-0.061571498534165,-1.4479154952260647,-1.3863439966918996
01089,202102,-0.055361709552470884,-1.5936273064074582,-1.5382655968549872
01091,202110,-0.061571498534165,-1.4479154952260647,-1.3863439966918996
01093,202110,-0.061571498534165,-1.4479154952260647,-1.3863439966918996
01095,202110,-0.061571498534165,-1.4479154952260647,-1.3863439966918996
01097,202102,-0.055361709552470884,-1.5936273064074582,-1.5382655968549872
01099,202110,-0.061571498534165,-1.4479154952260647,-1.3863439966918996
01101,202102,-0.055361709552470884,-1.5936273064074582,-1.5382655968549872
01103,202102,-0.055361709552470884,-1.5936273064074582,-1.5382655968549872
01105,202110,-0.061571498534165,-1.4479154952260647,-1.3863439966918996
01107,202110,-0.061571498534165,-1.4479154952260647,-1.3863439966918996
01109,202110,-0.061571498534165,-1.4479154952260647,-1.3863439966918996
01111,202110,-0.061571498534165,-1.4479154952260647,-1.3863439966918996
01113,202110,-0.061571498534165,-1.4479154952260647,-1.3863439966918996
01115,202110,-0.061571498534165,-1.4479154952260647,-1.3863439966918996
01117,202102,-0.055361709552470884,-1.5936273064074582,-1.5382655968549872
01119,202110,-0.061571498534165,-1.4479154952260647,-1.3863439966918996
01121,202110,-0.061571498534165,-1.4479154952260647,-1.3863439966918996
01123,202102,-0.055361709552470884,-1.5936273064074582,-1.5382655968549872
01125,202102,-0.055361709552470884,-1.5936273064074582,-1.5382655968549872
01127,202110,-0.061571498534165,-1.4479154952260647,-1.3863439966918996
01129,202110,-0.061571498534165,-1.4479154952260647,-1.3863439966918996
01131,202110,-0.061571498534165,-1.4479154952260647,-1.3863439966918996
01133,202110,-0.061571498534165,-1.4479154952260647,-1.3863439966918996
02013,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02016,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02020,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02050,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02060,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02068,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02070,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02090,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02100,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02105,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02110,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02122,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02130,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02150,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02158,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02164,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02170,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02180,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02185,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02188,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02195,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02198,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02220,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02230,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02240,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02261,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02275,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02282,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
02290,202108,-0.014098924379501648,-1.4824016712972339,-1.468302746917732
04001,202104,-0.011349881195586945,-1.555161025579662,-1.5438111443840752
04003,202104,-0.011349881195586945,-1.555161025579662,-1.5438111443840752
04005,202104,-0.011349881195586945,-1.555161025579662,-1.5438111443840752
04007,202104,-0.011349881195586945,-1.555161025579662,-1.5438111443840752
04009,202104,-0.011349881195586945,-1.555161025579662,-1.5438111443840752
04011,202109,-0.01308523954865548,-1.4650099285853646,-1.451924689036709
04012,202104,-0.011349881195586945,-1.555161025579662,-1.5438111443840752
04013,202104,-0.011349881195586945,-1.555161025579662,-1.5438111443840752
04015,202104,-0.011349881195586945,-1.555161025579662,-1.5438111443840752
04017,202104,-0.011349881195586945,-1.555161025579662,-1.5438111443840752
04019,202104,-0.011349881195586945,-1.555161025579662,-1.5438111443840752
04021,202104,-0.011349881195586945,-1.555161025579662,-1.5438111443840752
04023,202104,-0.011349881195586945,-1.555161025579662,-1.5438111443840752
04025,202104,-0.011349881195586945,-1.555161025579662,-1.5438111443840752
04027,202104,-0.011349881195586945,-1.555161025579662,-1.5438111443840752
05001,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05003,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05005,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05007,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05009,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05011,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05013,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05015,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05017,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05019,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05021,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05023,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05025,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05027,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05029,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05031,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05033,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05035,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05037,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05039,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05041,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05043,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05045,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05047,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05049,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05051,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05053,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05055,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05057,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05059,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05061,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05063,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05065,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05067,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05069,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05071,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05073,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05075,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05077,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05079,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05081,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05083,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05085,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05087,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05089,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05091,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05093,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05095,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05097,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05099,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05101,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05103,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05105,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05107,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05109,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05111,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05113,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05115,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05117,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05119,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05121,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05123,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05125,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05127,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05129,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05131,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05133,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05135,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05137,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05139,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05141,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05143,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05145,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05147,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
05149,202244,-0.08229524272683028,-0.2627627502268984,-0.18046750750006804
06001,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06005,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06007,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06009,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06011,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06013,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06015,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06017,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06019,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06021,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06023,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06025,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06029,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06031,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06033,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06035,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06037,202153,-0.01562138090295678,-0.9004801258475129,-0.8848587449445561
06039,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06041,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06045,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06047,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06053,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06055,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06057,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06059,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06061,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06065,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06067,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06069,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06071,202153,-0.01562138090295678,-0.9004801258475129,-0.8848587449445561
06073,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06075,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06077,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06079,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06081,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06083,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06085,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06087,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06089,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06093,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06095,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06097,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06099,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06101,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06103,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06107,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06109,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06111,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06113,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
06115,202248,-0.02326862693935433,-0.2422492103937954,-0.21898058345444105
08001,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08003,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08005,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08007,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08009,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08011,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08013,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08014,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08015,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08017,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08019,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08021,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08023,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08025,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08027,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08029,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08031,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08033,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08035,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08037,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08039,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08041,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08043,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08045,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08047,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08049,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08051,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08053,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08055,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08057,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08059,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08061,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08063,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08065,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08067,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08069,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08071,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08073,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08075,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08077,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08079,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08081,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08083,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08085,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08087,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08089,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08091,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08093,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08095,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08097,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08099,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08101,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08103,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08105,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08107,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08109,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08111,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08113,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08115,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08117,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08119,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08121,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08123,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
08125,202132,-0.025757465058859244,-1.1310037844593452,-1.105246319400486
09001,202113,-0.015113637810048184,-1.3983185540866923,-1.383204916276644
09003,202113,-0.015113637810048184,-1.3983185540866923,-1.383204916276644
09005,202113,-0.015113637810048184,-1.3983185540866923,-1.383204916276644
09007,202113,-0.015113637810048184,-1.3983185540866923,-1.383204916276644
09009,202113,-0.015113637810048184,-1.3983185540866923,-1.383204916276644
09011,202113,-0.015113637810048184,-1.3983185540866923,-1.383204916276644
09013,202113,-0.015113637810048184,-1.3983185540866923,-1.383204916276644
09015,202113,-0.015113637810048184,-1.3983185540866923,-1.383204916276644
10001,202110,-0.028399474521698,-1.4479154952260647,-1.4195160207043667
10003,202110,-0.028399474521698,-1.4479154952260647,-1.4195160207043667
10005,202110,-0.028399474521698,-1.4479154952260647,-1.4195160207043667
11001,202113,-0.038295427076790414,-1.3983185540866923,-1.360023127009902
12001,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12003,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12005,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12007,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12009,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12011,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12013,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12015,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12017,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12019,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12021,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12023,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12027,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12029,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12031,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12033,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12035,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12037,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12039,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12041,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12043,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12045,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12047,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12049,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12051,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12053,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12055,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12057,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12059,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12061,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12063,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12065,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12067,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12069,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12071,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12073,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12075,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12077,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12079,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12081,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12083,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12085,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12086,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12087,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12089,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12091,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12093,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12095,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12097,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12099,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12101,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12103,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12105,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12107,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12109,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12111,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12113,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12115,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12117,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12119,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12121,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12123,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12125,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12127,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12129,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12131,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
12133,202106,-0.003864600816439661,-1.518119753899313,-1.5142551530828734
13001,202208,-0.10806257563450333,-0.46920713378347584,-0.36114455814897256
13003,202208,-0.10806257563450333,-0.46920713378347584,-0.36114455814897256
13005,202208,-0.10806257563450333,-0.46920713378347584,-0.36114455814897256
13007,202208,-0.10806257563450333,-0.46920713378347584,-0.36114455814897256
13009,202208,-0.10806257563450333,-0.46920713378347584,-0.36114455814897256
13011,202208,-0.10806257563450333,-0.46920713378347584,-0.36114455814897256
13013,202208,-0.10806257563450333,-0.46920713378347584,-0.36114455814897256
13015,202208,-0.10806257563450333,-0.46920713378347584,-0.36114455814897256
13017,202208,-0.10806257563450333,-0.46920713378347584,-0.36114455814897256
13019,202208,-0.10806257563450333,-0.46920713378347584,-0.36114455814897256
13021,202208,-0.10806257563450333,-0.46920713378347584,-0.36114455814897256
13023,202208,-0.10806257563450333,-0.46920713378347584,-0.36114455814897256
13025,202208,-0.10806257563450333,-0.46920713378347584,-0.36114455814897256
13027,202208,-0.10806257563450333,-0.46920713378347584,-0.36114455814897256
