Join_ID,FIPS,Point Coun
720,18043,58.0
721,18045,5.0
722,18047,7.0
723,18049,13.0
724,18051,22.0
725,18053,37.0
726,18055,13.0
727,18057,225.0
728,18059,28.0
729,18061,17.0
730,18063,82.0
731,18065,20.0
732,18067,46.0
733,18069,20.0
734,18071,15.0
735,18073,13.0
736,18075,7.0
737,18077,16.0
738,18079,17.0
739,18081,75.0
740,18083,19.0
741,18085,38.0
742,18087,25.0
743,18089,316.0
744,18091,68.0
745,18093,37.0
746,18095,75.0
747,18097,520.0
748,18099,22.0
749,18101,8.0
750,18103,13.0
751,18105,72.0
752,18107,19.0
753,18109,26.0
754,18111,4.0
755,18113,22.0
756,18115,1.0
757,18117,13.0
758,18119,6.0
759,18121,7.0
760,18123,13.0
761,18125,4.0
762,18127,101.0
763,18129,5.0
764,18131,7.0
765,18133,12.0
766,18135,16.0
767,18137,12.0
768,18139,5.0
769,18141,127.0
770,18143,10.0
771,18145,13.0
772,18147,13.0
773,18149,8.0
774,18151,22.0
775,18153,8.0
776,18155,3.0
777,18157,85.0
778,18159,7.0
779,18161,3.0
780,18163,149.0
781,18165,8.0
782,18167,101.0
783,18169,29.0
784,18171,5.0
785,18173,39.0
786,18175,14.0
787,18177,33.0
788,18179,11.0
789,18181,13.0
790,18183,31.0
791,19001,6.0
792,19003,5.0
793,19005,8.0
794,19007,9.0
795,19009,3.0
796,19011,14.0
797,19013,113.0
798,19015,17.0
799,19017,19.0
800,19019,13.0
801,19021,13.0
802,19023,7.0
803,19025,7.0
804,19027,16.0
805,19029,9.0
806,19031,6.0
807,19033,55.0
808,19035,10.0
809,19037,4.0
810,19039,5.0
811,19041,14.0
812,19043,13.0
813,19045,35.0
814,19047,12.0
815,19049,57.0
816,19051,5.0
817,19053,7.0
818,19055,12.0
819,19057,24.0
820,19059,11.0
821,19061,57.0
822,19063,7.0
823,19065,17.0
824,19067,6.0
825,19069,9.0
826,19071,8.0
827,19073,5.0
828,19075,8.0
829,19077,10.0
830,19079,13.0
831,19081,8.0
832,19083,18.0
833,19085,10.0
834,19087,9.0
835,19089,5.0
836,19091,3.0
837,19093,7.0
838,19095,15.0
839,19097,10.0
840,19099,16.0
841,19101,15.0
842,19103,71.0
843,19105,17.0
844,19107,3.0
845,19109,5.0
846,19111,14.0
847,19113,119.0
848,19115,4.0
849,19117,6.0
850,19119,10.0
851,19121,10.0
852,19123,7.0
853,19125,17.0
854,19127,23.0
855,19129,9.0
856,19131,13.0
857,19133,13.0
858,19135,4.0
859,19137,10.0
860,19139,24.0
861,19141,17.0
862,19143,3.0
863,19145,16.0
864,19147,7.0
865,19149,13.0
866,19151,4.0
867,19153,338.0
868,19155,49.0
869,19157,13.0
870,19159,8.0
871,19161,8.0
872,19163,108.0
873,19165,10.0
874,19167,31.0
875,19169,43.0
876,19171,10.0
877,19173,6.0
878,19175,9.0
879,19177,11.0
880,19179,24.0
881,19181,19.0
882,19183,16.0
883,19185,7.0
884,19187,35.0
885,19189,7.0
886,19191,13.0
887,19193,67.0
888,19195,2.0
889,19197,13.0
890,20001,12.0
891,20003,6.0
892,20005,11.0
893,20007,6.0
894,20009,21.0
895,20011,9.0
896,20013,10.0
897,20015,29.0
898,20017,1.0
899,20019,5.0
900,20021,14.0
901,20023,5.0
902,20025,7.0
903,20027,5.0
904,20029,9.0
905,20031,9.0
906,20033,2.0
907,20035,23.0
908,20037,29.0
909,20039,5.0
910,20041,12.0
911,20043,4.0
912,20045,69.0
913,20047,4.0
914,20049,2.0
915,20051,22.0
916,20053,5.0
917,20055,21.0
918,20057,20.0
919,20059,14.0
920,20061,14.0
921,20063,2.0
922,20065,4.0
923,20067,2.0
924,20069,4.0
925,20071,2.0
926,20073,5.0
927,20075,3.0
928,20077,4.0
929,20079,26.0
930,20081,6.0
931,20083,3.0
932,20085,4.0
933,20087,14.0
934,20089,3.0
935,20091,395.0
936,20093,4.0
937,20095,5.0
938,20097,5.0
939,20099,20.0
940,20101,3.0
941,20103,27.0
942,20105,4.0
943,20107,2.0
944,20109,4.0
945,20111,17.0
946,20113,14.0
947,20115,10.0
948,20117,7.0
949,20119,4.0
950,20121,18.0
951,20123,4.0
952,20125,36.0
953,20127,4.0
954,20129,3.0
955,20131,12.0
